hs_code_national,landgruppe,landgruppenavn,avgiftstype,avgiftstypebeskrivelse,avgiftsgruppe,avgiftsgruppebeskrivelse,duty_value,rate_type,valid_from,valid_to,enhet,enhet_beskrivelse,oresats_flag
02041000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02042100,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02042100,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02042100,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02042200,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02042200,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02042200,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02042300,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2011-09-01,"",P,Prosent av verdien,FALSE
02042300,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02042300,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02043000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02043000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02044100,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02044100,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02044100,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02044200,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02044200,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02044200,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02044300,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2011-09-01,"",P,Prosent av verdien,FALSE
02044300,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02044300,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02045000,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02045000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02045000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02050000,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02050000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02050000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02061000,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02061000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02061000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02062100,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02062100,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02062100,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02062200,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02062200,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02062200,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02062900,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02062900,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02062900,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02063000,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02063000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02063000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02064100,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02064100,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02064100,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02064900,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02064900,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02064900,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02068000,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02068000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02068000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02069000,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02069000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02069000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02071100,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02071100,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02071100,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02071200,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02071200,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02071200,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02071300,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2011-09-01,"",P,Prosent av verdien,FALSE
02071300,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02071300,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02071410,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2011-09-01,"",P,Prosent av verdien,FALSE
02071410,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02071410,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02071490,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2011-09-01,"",P,Prosent av verdien,FALSE
02071490,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02071490,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02072400,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02072400,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02072400,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02072500,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2005-01-01,"",P,Prosent av verdien,FALSE
02072500,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02072500,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02072600,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2011-09-01,"",P,Prosent av verdien,FALSE
02072600,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02072600,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02072710,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2011-09-01,"",P,Prosent av verdien,FALSE
02072710,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02072710,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02072790,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2011-09-01,"",P,Prosent av verdien,FALSE
02072790,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02072790,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074100,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074100,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074100,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074200,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074200,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074200,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074300,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074300,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074300,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074401,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074401,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074401,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074409,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074409,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074409,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074510,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074510,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074510,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074590,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074590,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02074590,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075100,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075100,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075100,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075200,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075200,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075200,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075300,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075300,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075300,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075400,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075400,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075400,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075510,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075510,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075510,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075590,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075590,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02075590,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02076010,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02076010,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02076010,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02076090,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02076090,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02076090,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02081000,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2007-08-01,"",P,Prosent av verdien,FALSE
02081000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02081000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02083000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02083000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02084010,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02084010,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02084091,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02084091,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02084099,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02084099,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02085000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02085000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02086000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02086000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089010,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089010,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089021,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089021,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089022,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089022,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089029,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089029,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089030,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089030,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089043,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089043,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089044,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089044,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089045,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089045,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089046,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089046,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089047,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089047,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089048,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089048,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089060,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2007-01-01,"",P,Prosent av verdien,
02089060,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089094,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089094,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02089099,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
02089099,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02091000,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02091000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02091000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02099000,ALLE,Avgift fra alle land,FA,Forskningsavgift,100,Forskningsavgift høy sats,0.35,P,2012-01-01,"",P,Prosent av verdien,FALSE
02099000,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02099000,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02101101,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2011-09-01,"",P,Prosent av verdien,FALSE
02101101,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2010-01-01,"",P,Prosent av verdien,FALSE
02101101,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
02101109,ALLE,Avgift fra alle land,FA,Forskningsavgift,200,"Forskningsavgift, lav sats",0.25,P,2010-01-01,"",P,Prosent av verdien,FALSE
02101109,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2010-01-01,"",P,Prosent av verdien,FALSE
